salinity,ph,DO,temperature,oxygen,co3,hco3,tom,hard,ca,tan,no2,po4,mg,no3,alkalinity,class
0,0,5,27,0,0,0,0,0,0,0,0,0,0,0,0,do
0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,do
0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,do
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
32.5,9.2,0,0,83.8,0,0,0,0,0,0,0,0,0,0,0,ph
31.5,9,0,0,86.8,0,0,0,0,0,0,0,0,0,0,0,ph
33.5,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
31.5,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
32,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
31.5,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
32,9,0,0,87.8,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,do
34,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
34,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
33,9.1,0,0,87.4,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5.31,28.2,81.6,0,0,0,0,0,0,0,0,0,0,0,do
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
35,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,do
31.5,8.9,0,0,85.1,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,do
34.5,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
33,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
32,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
32,9,0,0,89,0,0,0,0,0,0,0,0,0,0,0,ph
31.5,8.9,0,0,88.1,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,do
0,0,5.63,26.1,84.6,0,0,0,0,0,0,0,0,0,0,0,do
31.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
32.5,9.1,0,0,82.5,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
0,0,5.58,27.9,85.3,0,0,0,0,0,0,0,0,0,0,0,do
34,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
33.5,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5.17,28,79.3,0,0,0,0,0,0,0,0,0,0,0,do
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
31.5,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
32.5,9.2,0,0,82.6,0,0,0,0,0,0,0,0,0,0,0,ph
32,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
33.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
31.5,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
34,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
31.5,8.9,0,0,84.1,0,0,0,0,0,0,0,0,0,0,0,ph
33.5,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
0,0,5.28,28.4,78.5,0,0,0,0,0,0,0,0,0,0,0,do
32,9,0,0,88.2,0,0,0,0,0,0,0,0,0,0,0,ph
33,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
34,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
31.5,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,do
0,0,5,27,0,0,0,0,0,0,0,0,0,0,0,0,do
31.5,9.1,0,0,88.3,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5,27,0,0,0,0,0,0,0,0,0,0,0,0,do
32,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5.25,28.5,81.3,0,0,0,0,0,0,0,0,0,0,0,do
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
0,0,5.71,28,0,0,0,0,0,0,0,0,0,0,0,0,do
32,9,0,0,83.2,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
34.5,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
33.5,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
31.5,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
33.5,9.1,0,0,85.6,0,0,0,0,0,0,0,0,0,0,0,ph
34.5,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
34,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
35,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5,27,0,0,0,0,0,0,0,0,0,0,0,0,do
32.5,8.9,0,0,87.5,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,do
0,0,5.55,27.8,84.8,0,0,0,0,0,0,0,0,0,0,0,do
0,0,5,27,0,0,0,0,0,0,0,0,0,0,0,0,do
35,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
34,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
34,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
0,0,5.09,28.3,78.3,0,0,0,0,0,0,0,0,0,0,0,do
0,0,5.64,27.7,86,0,0,0,0,0,0,0,0,0,0,0,do
31.5,9.1,0,0,84,0,0,0,0,0,0,0,0,0,0,0,ph
31.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
0,0,5.73,27.4,87.9,0,0,0,0,0,0,0,0,0,0,0,do
33.5,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,do
31.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
33,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5.24,28.3,80.7,0,0,0,0,0,0,0,0,0,0,0,do
34,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
35,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
33,8.9,0,0,86.5,0,0,0,0,0,0,0,0,0,0,0,ph
34.5,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,do
33,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
34,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,do
31,8.9,0,0,92.7,0,0,0,0,0,0,0,0,0,0,0,ph
32,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5.45,26.9,82.8,0,0,0,0,0,0,0,0,0,0,0,do
32.5,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
31.5,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5.69,27.9,87,0,0,0,0,0,0,0,0,0,0,0,do
33,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
34,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,do
35,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
31.5,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
33.5,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
32,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
33.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5.67,28.6,87.7,0,0,0,0,0,0,0,0,0,0,0,do
33.5,8.7,0,0,89.2,0,0,0,0,0,0,0,0,0,0,0,ph
34,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5.72,27.6,88,0,0,0,0,0,0,0,0,0,0,0,do
32.5,8.9,0,0,87,0,0,0,0,0,0,0,0,0,0,0,ph
35,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,do
35,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5,27,0,0,0,0,0,0,0,0,0,0,0,0,do
35,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5.73,28,0,0,0,0,0,0,0,0,0,0,0,0,do
35,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
32.5,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
34.5,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
31.5,9.1,0,0,89.3,0,0,0,0,0,0,0,0,0,0,0,ph
32,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5,27,0,0,0,0,0,0,0,0,0,0,0,0,do
0,0,6,28,0,0,0,0,0,0,0,0,0,0,0,0,do
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
34,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
31.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
32,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
34,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,do
34,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
34,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
34,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
31.5,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5.95,28,91.1,0,0,0,0,0,0,0,0,0,0,0,do
0,0,5,27,0,0,0,0,0,0,0,0,0,0,0,0,do
31.5,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
34,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,do
34,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
34,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
32.5,9.2,0,0,83.3,0,0,0,0,0,0,0,0,0,0,0,ph
32,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
32,8.8,0,0,89,0,0,0,0,0,0,0,0,0,0,0,ph
33.5,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
32,8.9,0,0,83.5,0,0,0,0,0,0,0,0,0,0,0,ph
31.5,8.9,0,0,84.8,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,do
33,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5.54,27,84.2,0,0,0,0,0,0,0,0,0,0,0,do
34,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
32.5,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
34.5,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
0,0,5.64,26.2,84.9,0,0,0,0,0,0,0,0,0,0,0,do
34,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
32,9.1,0,0,83.3,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5,27,0,0,0,0,0,0,0,0,0,0,0,0,do
0,0,5.41,28.2,83.1,0,0,0,0,0,0,0,0,0,0,0,do
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
0,0,5.6,26.3,84.2,0,0,0,0,0,0,0,0,0,0,0,do
32.5,8.9,0,0,87.8,0,0,0,0,0,0,0,0,0,0,0,ph
32,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5.39,27.8,82.3,0,0,0,0,0,0,0,0,0,0,0,do
31.5,9.2,0,0,84.7,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,do
0,0,5.43,28.4,83.8,0,0,0,0,0,0,0,0,0,0,0,do
0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,do
34.5,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
32.5,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,do
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
35,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5.44,28.2,83.6,0,0,0,0,0,0,0,0,0,0,0,do
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
34,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
32.5,9,0,0,83.2,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
32,8.9,0,0,88.5,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
33.5,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
34,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5.18,28,79.4,0,0,0,0,0,0,0,0,0,0,0,do
33.5,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
32,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5.51,28.6,85.4,0,0,0,0,0,0,0,0,0,0,0,do
31.5,8.9,0,0,95,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,do
34,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5.74,27.8,87.7,0,0,0,0,0,0,0,0,0,0,0,do
32,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
31.5,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
33,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
0,0,5.54,28.4,85.5,0,0,0,0,0,0,0,0,0,0,0,do
35,8.5,0,25.3,0,0,0,0,0,0,0,0,0,0,0,0,ph
33.5,8.9,0,0,87.8,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5.44,27,82.7,0,0,0,0,0,0,0,0,0,0,0,do
32,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
33.5,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
31.5,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5,27,0,0,0,0,0,0,0,0,0,0,0,0,do
0,0,5.21,28.2,80.2,0,0,0,0,0,0,0,0,0,0,0,do
32.5,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5,27,0,0,0,0,0,0,0,0,0,0,0,0,do
32.5,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
34.5,8.7,5.98,25.8,89.5,0,0,0,0,0,0,0,0,0,0,0,ph
33,9,0,0,86.5,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5.55,28.128,85.2,0,0,0,0,0,0,0,0,0,0,0,do
33,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
31,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
35,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,do
0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,do
35,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
33.5,9,0,0,88,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,do
31.5,9,0,0,89,0,0,0,0,0,0,0,0,0,0,0,ph
31.5,8.9,0,0,87.4,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5.61,27.5,86.2,0,0,0,0,0,0,0,0,0,0,0,do
0,0,5.71,26.3,86.5,0,0,0,0,0,0,0,0,0,0,0,do
32,8.8,0,0,88.4,0,0,0,0,0,0,0,0,0,0,0,ph
34,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
34,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5.53,27.9,84.6,0,0,0,0,0,0,0,0,0,0,0,do
33,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5.36,28,82.2,0,0,0,0,0,0,0,0,0,0,0,do
35,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
35,8.5,5.88,25.3,87,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5.51,28.2,84.7,0,0,0,0,0,0,0,0,0,0,0,do
32,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5,27,0,0,0,0,0,0,0,0,0,0,0,0,do
34,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
32,8.8,0,0,86.9,0,0,0,0,0,0,0,0,0,0,0,ph
34.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
34,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,do
0,0,6,28,0,0,0,0,0,0,0,0,0,0,0,0,do
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
34.5,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
31.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
34.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
31.5,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,do
35,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
32,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
31.5,9.1,0,0,84.3,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,do
34.5,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
33,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
31.5,8.9,0,0,94.6,0,0,0,0,0,0,0,0,0,0,0,ph
32,9.1,0,0,83,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5.13,28.5,79.2,0,0,0,0,0,0,0,0,0,0,0,do
35,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5.58,26.3,84.1,0,0,0,0,0,0,0,0,0,0,0,do
31.5,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5.35,28.5,82.6,0,0,0,0,0,0,0,0,0,0,0,do
32,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
34,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
33,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
34.5,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
33,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
32.5,8.9,0,0,87.2,0,0,0,0,0,0,0,0,0,0,0,ph
34.5,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
31.5,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
34,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
33.5,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
0,0,5,27,0,0,0,0,0,0,0,0,0,0,0,0,do
35,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
35,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
34,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
34,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
33.5,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5.71,26.8,86.5,0,0,0,0,0,0,0,0,0,0,0,do
0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,do
0,0,5.31,27.9,81.2,0,0,0,0,0,0,0,0,0,0,0,do
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
35,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5.18,28.6,80.3,0,0,0,0,0,0,0,0,0,0,0,do
0,0,5.62,26.3,84.6,0,0,0,0,0,0,0,0,0,0,0,do
31.5,8.8,0,0,82.9,0,0,0,0,0,0,0,0,0,0,0,ph
32,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
31.5,8.9,0,0,84.3,0,0,0,0,0,0,0,0,0,0,0,ph
32.5,9.1,0,0,86,0,0,0,0,0,0,0,0,0,0,0,ph
32.5,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
32.5,9.2,0,0,83.3,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5.28,28.4,81.3,0,0,0,0,0,0,0,0,0,0,0,do
0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,do
34.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
35,8.6,5.4,24.7,82.9,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,do
34,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
34.5,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
34.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
33.5,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5.27,28.5,81.3,0,0,0,0,0,0,0,0,0,0,0,do
0,0,5.79,27.8,88.5,0,0,0,0,0,0,0,0,0,0,0,do
0,0,5.42,26.1,81.4,0,0,0,0,0,0,0,0,0,0,0,do
0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,do
0,0,5,27,0,0,0,0,0,0,0,0,0,0,0,0,do
0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,do
35.5,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
34,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
34.5,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
34,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
35,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5.23,28.5,80.8,0,0,0,0,0,0,0,0,0,0,0,do
34,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5.65,28.1,86.8,0,0,0,0,0,0,0,0,0,0,0,do
32,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
32,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,do
34,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
34,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
35.5,8.8,5.89,25.1,86.8,0,0,0,0,0,0,0,0,0,0,0,ph
34.5,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
31.5,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
32.5,8.9,0,0,81.7,0,0,0,0,0,0,0,0,0,0,0,ph
35.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
33.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
32,9.1,0,0,81.7,0,0,0,0,0,0,0,0,0,0,0,ph
32,8.9,0,0,88.6,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5.24,28.4,80.9,0,0,0,0,0,0,0,0,0,0,0,do
0,0,5.57,26.2,83.6,0,0,0,0,0,0,0,0,0,0,0,do
32,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
32.5,8.7,0,0,86.4,0,0,0,0,0,0,0,0,0,0,0,ph
35,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5,27,0,0,0,0,0,0,0,0,0,0,0,0,do
33,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
35.5,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
34.5,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
34,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,do
0,0,5.33,28.2,81.8,0,0,0,0,0,0,0,0,0,0,0,do
33.5,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
32,9.1,0,0,91.6,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5.28,27.9,80.9,0,0,0,0,0,0,0,0,0,0,0,do
0,0,5,27,0,0,0,0,0,0,0,0,0,0,0,0,do
34,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
34,8.4,0,0,87,0,0,0,0,0,0,0,0,0,0,0,ph
32,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
34.5,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
0,0,5.44,27.8,83.1,0,0,0,0,0,0,0,0,0,0,0,do
32,9,0,0,84.1,0,0,0,0,0,0,0,0,0,0,0,ph
32.5,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,do
31.5,8.8,0,0,86.8,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,do
35,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
33,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,do
0,0,5.78,28,88.6,0,0,0,0,0,0,0,0,0,0,0,do
35,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
34,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph
